id,brand_name,brand_slug,brand_logo_emoji,tagline,description_short,market_intelligence_insight,industry_primary,industry_secondary,exec_investor_flag,brand_maturity,year_founded,year_franchising_began,unit_count_total,unit_count_us,unit_count_pipeline,unit_growth_rate_yoy,investment_min,investment_max,cash_required_min,net_worth_required,franchise_fee,royalty_rate,marketing_fee,investment_tier,sba_eligible,robs_eligible,financing_available,veteran_discount,item_19_available,item_19_headline,avg_unit_volume,cash_on_cash_return_range,breakeven_timeline,macro_market_cagr,business_model,semi_absentee_verified,hours_per_week_typical,employees_typical,physical_location_required,home_based,mobile_van_based,territory_type,multi_unit_available,area_developer_available,target_customer,revenue_pattern,recession_resistant,growth_sector,lifestyle_fit_tags,initial_training_days,training_location,ongoing_support,field_support,marketing_support,technology_platform,franchisee_validation_available,fbr_satisfaction_score,fbr_top_200,fbr_top_200_year,entrepreneur_rank,entrepreneur_rank_year,ifa_member,fdd_available,owner_profile_archetypes,matching_tags,navigator_score,data_source_url,data_verified_date,data_notes
115,Junk King,junk-king,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
116,JUNKCO+,junkco,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
117,K9 Resorts,k9-resorts,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
118,Kidokinetics,kidokinetics,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
119,Kilwins,kilwins,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
120,Kitchen Guard,kitchen-guard,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
121,Kitchen Tune-Up,kitchen-tune-up,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
122,Kitchen Wise/Closet Wise,kitchen-wise-closet-wise,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
123,Koala Insulation,koala-insulation,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
124,LaundroLab,laundrolab,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
125,Lawn Doctor,lawn-doctor,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
126,Lawn Pride,lawn-pride,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
127,Lightspeed Restoration,lightspeed-restoration,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
128,Maid Right,maid-right,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
129,Marigold Academy,marigold-academy,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
130,Medi-Weightloss,medi-weightloss,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
131,Menchies,menchies,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
132,Metal Supermarkets,metal-supermarkets,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
133,Mighty Dog Roofing,mighty-dog-roofing,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
134,Modern PURAIR,modern-purair,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
135,Molly Maid,molly-maid,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
136,Monster Mini Golf,monster-mini-golf,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
137,Mosquito Joe,mosquito-joe,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
138,Mosquito Sheriff,mosquito-sheriff,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
139,MosquitoNix,mosquitonix,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
140,Mr. Appliance,mr-appliance,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
141,Mr. Electric,mr-electric,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
142,Mr. Handyman,mr-handyman,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
143,Mr. Rooter,mr-rooter,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
144,Musicologie,musicologie,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
145,MY SALON Suite,my-salon-suite,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
146,Next Day Access,next-day-access,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
147,One You Love Homecare,one-you-love-homecare,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
148,OVO Salon,ovo-salon,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
149,P3 Cost Analysts,p3-cost-analysts,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
150,Paint EZ,paint-ez,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
151,Painter Bros,painter-bros,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
152,PatchMaster,patchmaster,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
153,Patrice & Associates,patrice-associates,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
154,Paul Davis,paul-davis,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
155,Pause Studio,pause-studio,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
156,Pet Evolution,pet-evolution,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
157,Pilates Addiction,pilates-addiction,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
158,Pink's Window Services,pinks-window-services,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
159,PIRTEK USA / Canada,pirtek-usa-canada,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
160,PlumbingPro,plumbingpro,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
161,Plunge House,plunge-house,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
162,Pool Scouts,pool-scouts,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
163,Poolwerx,poolwerx,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
164,Prism Specialty Restoration,prism-specialty-restoration,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
165,Pro-Lift Garage Doors,pro-lift-garage-doors,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
166,Project LeanNation,project-leannation,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
167,Property Sellwise,property-sellwise,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
168,Puddle Pools,puddle-pools,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
169,Pure Green,pure-green,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
170,Rainbow Restoration,rainbow-restoration,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
171,Real Property Management,real-property-management,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
172,RealClean Aircraft Detailing,realclean-aircraft-detailing,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
173,Renew Medic,renew-medic,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
174,RestoPros,restopros,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
175,Restoration 1,restoration-1,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
176,Right at Home,right-at-home,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
177,Rolling Suds,rolling-suds,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
178,Roof Scientist,roof-scientist,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
179,Rubbish Works,rubbish-works,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
180,Schooley Mitchell,schooley-mitchell,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
181,Scoop Brothers,scoop-brothers,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
182,Senior Care Authority,senior-care-authority,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
183,Senior Helpers,senior-helpers,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
184,Seniors Helping Seniors,seniors-helping-seniors,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
185,Service Experts,service-experts,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
186,ShelfGenie,shelfgenie,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
187,Shrunk 3D,shrunk-3d,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
188,Skin Experts by Brentwood Spa,skin-experts-by-brentwood-spa,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
189,Sky Zone,sky-zone,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
190,SkyRun Vacation Rentals,skyrun-vacation-rentals,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
191,Slumberland Furniture,slumberland-furniture,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
192,Soccer 5,soccer-5,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
193,Soccer Stars,soccer-stars,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
194,Sola Salons,sola-salons,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
195,Solenvia,solenvia,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
196,Sourdough & Co.,sourdough-co,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
197,Southern Steer Butcher,southern-steer-butcher,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
198,Sparkle Squad,sparkle-squad,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
199,Speedy Freight,speedy-freight,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
200,SPENGA,spenga,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
201,Spray-Net,spray-net,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
202,Squeeze,squeeze,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
203,Stand Strong Fencing,stand-strong-fencing,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
204,Steel Coated Floors,steel-coated-floors,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
205,Storm Guard Roofing and Construction,storm-guard-roofing-and-construction,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
206,Stretch Zone,stretch-zone,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
207,StretchMed,stretchmed,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
208,Sugaring LA,sugaring-la,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
209,Surface Experts,surface-experts,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
210,SWEAT440,sweat440,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
211,Taste Buds Kitchen,taste-buds-kitchen,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
212,TeamLogic IT,teamlogic-it,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
213,Techtron Environmental Solutions,techtron-environmental-solutions,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
214,Tee Box,tee-box,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
215,Temperature Pro,temperature-pro,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
216,Temporary Wall Systems,temporary-wall-systems,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
217,Teriyaki Madness,teriyaki-madness,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
218,TGA Premier Sports,tga-premier-sports,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
219,That 1 Painter,that-1-painter,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
220,The Brothers That Just Do Gutters,the-brothers-that-just-do-gutters,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
221,The Designery,the-designery,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
222,The Dog Stop,the-dog-stop,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
223,The Glass Guru,the-glass-guru,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
224,The Grounds Guys,the-grounds-guys,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
225,The Grout Medic,the-grout-medic,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,
